disponibilidade_id,colaborador_id,data,turno_id,disponivel,tipo_disponibilidade,horas_disponiveis,motivo_indisponibilidade,tipo_indisponibilidade,comunicado_em,horas_antecedencia,ativo
D16383,C017,2025-04-18,T2,1,Total,8,,,,,1
D16384,C017,2025-04-18,T3,1,Total,9,,,,,1
D16385,C017,2025-04-19,T1,1,Total,7,,,,,1
D16386,C017,2025-04-19,T2,1,Total,8,,,,,1
D16387,C017,2025-04-19,T3,1,Total,9,,,,,1
D16388,C017,2025-04-20,T1,1,Total,7,,,,,1
D16389,C017,2025-04-20,T2,1,Total,8,,,,,1
D16390,C017,2025-04-20,T3,1,Total,9,,,,,1
D16391,C017,2025-04-21,T1,1,Parcial,4,consulta_medica,planeada,2025-04-19 17:00,38.0,1
D16392,C017,2025-04-21,T2,1,Total,8,,,,,1
D16393,C017,2025-04-21,T3,1,Total,9,,,,,1
D16394,C017,2025-04-22,T1,1,Total,7,,,,,1
D16395,C017,2025-04-22,T2,1,Parcial,4,consulta_medica,planeada,2025-04-11 15:18,262.7,1
D16396,C017,2025-04-22,T3,1,Total,9,,,,,1
D16397,C017,2025-04-23,T1,1,Total,7,,,,,1
D16398,C017,2025-04-23,T2,1,Total,8,,,,,1
D16399,C017,2025-04-23,T3,1,Total,9,,,,,1
D16400,C017,2025-04-24,T1,1,Total,7,,,,,1
D16401,C017,2025-04-24,T2,1,Total,8,,,,,1
D16402,C017,2025-04-24,T3,1,Total,9,,,,,1
D16403,C017,2025-04-25,T1,1,Total,7,,,,,1
D16404,C017,2025-04-25,T2,1,Total,8,,,,,1
D16405,C017,2025-04-25,T3,1,Total,9,,,,,1
D16406,C017,2025-04-26,T1,0,Indisponível,0,folga,planeada,2025-04-25 07:12,23.8,1
D16407,C017,2025-04-26,T2,1,Total,8,,,,,1
D16408,C017,2025-04-26,T3,1,Total,9,,,,,1
D16409,C017,2025-04-27,T1,1,Parcial,4,consulta_medica,planeada,2025-04-22 04:54,122.1,1
D16410,C017,2025-04-27,T2,1,Parcial,4,consulta_medica,planeada,2025-04-15 19:18,282.7,1
D16411,C017,2025-04-27,T3,1,Total,9,,,,,1
D16412,C017,2025-04-28,T1,1,Total,7,,,,,1
D16413,C017,2025-04-28,T2,1,Total,8,,,,,1
D16414,C017,2025-04-28,T3,0,Indisponível,0,formação,planeada,2025-04-10 16:42,437.3,1
D16415,C017,2025-04-29,T1,1,Total,7,,,,,1
D16416,C017,2025-04-29,T2,1,Total,8,,,,,1
D16417,C017,2025-04-29,T3,1,Total,9,,,,,1
D16418,C017,2025-04-30,T1,1,Total,7,,,,,1
D16419,C017,2025-04-30,T2,1,Total,8,,,,,1
D16420,C017,2025-04-30,T3,1,Total,9,,,,,1
D16421,C017,2025-05-01,T1,1,Total,7,,,,,1
D16422,C017,2025-05-01,T2,0,Indisponível,0,folga,planeada,2025-04-29 20:24,41.6,1
D16423,C017,2025-05-01,T3,1,Total,9,,,,,1
D16424,C017,2025-05-02,T1,1,Total,7,,,,,1
D16425,C017,2025-05-02,T2,1,Total,8,,,,,1
D16426,C017,2025-05-02,T3,1,Total,9,,,,,1
D16427,C017,2025-05-03,T1,1,Total,7,,,,,1
D16428,C017,2025-05-03,T2,1,Total,8,,,,,1
D16429,C017,2025-05-03,T3,1,Total,9,,,,,1
D16430,C017,2025-05-04,T1,1,Total,7,,,,,1
D16431,C017,2025-05-04,T2,1,Total,8,,,,,1
D16432,C017,2025-05-04,T3,1,Total,9,,,,,1
D16433,C017,2025-05-05,T1,1,Total,7,,,,,1
D16434,C017,2025-05-05,T2,1,Total,8,,,,,1
D16435,C017,2025-05-05,T3,1,Total,9,,,,,1
D16436,C017,2025-05-06,T1,1,Total,7,,,,,1
D16437,C017,2025-05-06,T2,1,Total,8,,,,,1
D16438,C017,2025-05-06,T3,1,Total,9,,,,,1
D16439,C017,2025-05-07,T1,0,Indisponível,0,restrição_noite,planeada,2025-04-22 04:42,362.3,1
D16440,C017,2025-05-07,T2,1,Total,8,,,,,1
D16441,C017,2025-05-07,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-05-03 07:12,110.8,1
D16442,C017,2025-05-08,T1,1,Total,7,,,,,1
D16443,C017,2025-05-08,T2,1,Total,8,,,,,1
D16444,C017,2025-05-08,T3,1,Total,9,,,,,1
D16445,C017,2025-05-09,T1,1,Total,7,,,,,1
D16446,C017,2025-05-09,T2,1,Total,8,,,,,1
D16447,C017,2025-05-09,T3,0,Indisponível,0,férias,planeada,2025-04-12 18:30,651.5,1
D16448,C017,2025-05-10,T1,1,Total,7,,,,,1
D16449,C017,2025-05-10,T2,1,Total,8,,,,,1
D16450,C017,2025-05-10,T3,1,Total,9,,,,,1
D16451,C017,2025-05-11,T1,1,Total,7,,,,,1
D16452,C017,2025-05-11,T2,1,Total,8,,,,,1
D16453,C017,2025-05-11,T3,1,Total,9,,,,,1
D16454,C017,2025-05-12,T1,1,Parcial,4,preferencia_pessoal,planeada,2025-05-02 22:42,224.3,1
D16455,C017,2025-05-12,T2,1,Total,8,,,,,1
D16456,C017,2025-05-12,T3,1,Total,9,,,,,1
D16457,C017,2025-05-13,T1,1,Total,7,,,,,1
D16458,C017,2025-05-13,T2,1,Total,8,,,,,1
D16459,C017,2025-05-13,T3,1,Total,9,,,,,1
D16460,C017,2025-05-14,T1,1,Total,7,,,,,1
D16461,C017,2025-05-14,T2,1,Total,8,,,,,1
D16462,C017,2025-05-14,T3,1,Total,9,,,,,1
D16463,C017,2025-05-15,T1,1,Total,7,,,,,1
D16464,C017,2025-05-15,T2,1,Total,8,,,,,1
D16465,C017,2025-05-15,T3,1,Total,9,,,,,1
D16466,C017,2025-05-16,T1,1,Total,7,,,,,1
D16467,C017,2025-05-16,T2,1,Total,8,,,,,1
D16468,C017,2025-05-16,T3,1,Total,9,,,,,1
D16469,C017,2025-05-17,T1,1,Total,7,,,,,1
D16470,C017,2025-05-17,T2,1,Total,8,,,,,1
D16471,C017,2025-05-17,T3,1,Total,9,,,,,1
D16472,C017,2025-05-18,T1,1,Total,7,,,,,1
D16473,C017,2025-05-18,T2,1,Total,8,,,,,1
D16474,C017,2025-05-18,T3,1,Total,9,,,,,1
D16475,C017,2025-05-19,T1,1,Total,7,,,,,1
D16476,C017,2025-05-19,T2,1,Total,8,,,,,1
D16477,C017,2025-05-19,T3,1,Total,9,,,,,1
D16478,C017,2025-05-20,T1,0,Indisponível,0,formação,planeada,2025-05-06 04:48,338.2,1
D16479,C017,2025-05-20,T2,1,Total,8,,,,,1
D16480,C017,2025-05-20,T3,1,Total,9,,,,,1
D16481,C017,2025-05-21,T1,1,Total,7,,,,,1
D16482,C017,2025-05-21,T2,1,Total,8,,,,,1
D16483,C017,2025-05-21,T3,1,Total,9,,,,,1
D16484,C017,2025-05-22,T1,1,Total,7,,,,,1
D16485,C017,2025-05-22,T2,1,Total,8,,,,,1
D16486,C017,2025-05-22,T3,1,Total,9,,,,,1
D16487,C017,2025-05-23,T1,1,Total,7,,,,,1
D16488,C017,2025-05-23,T2,1,Total,8,,,,,1
D16489,C017,2025-05-23,T3,1,Total,9,,,,,1
D16490,C017,2025-05-24,T1,1,Total,7,,,,,1
D16491,C017,2025-05-24,T2,1,Total,8,,,,,1
D16492,C017,2025-05-24,T3,1,Total,9,,,,,1
D16493,C017,2025-05-25,T1,1,Total,7,,,,,1
D16494,C017,2025-05-25,T2,1,Total,8,,,,,1
D16495,C017,2025-05-25,T3,1,Total,9,,,,,1
D16496,C017,2025-05-26,T1,1,Total,7,,,,,1
D16497,C017,2025-05-26,T2,0,Indisponível,0,folga,planeada,2025-05-04 17:24,524.6,1
D16498,C017,2025-05-26,T3,1,Total,9,,,,,1
D16499,C017,2025-05-27,T1,1,Total,7,,,,,1
D16500,C017,2025-05-27,T2,1,Total,8,,,,,1
D16501,C017,2025-05-27,T3,1,Total,9,,,,,1
D16502,C017,2025-05-28,T1,1,Total,7,,,,,1
D16503,C017,2025-05-28,T2,1,Total,8,,,,,1
D16504,C017,2025-05-28,T3,1,Total,9,,,,,1
D16505,C017,2025-05-29,T1,1,Total,7,,,,,1
D16506,C017,2025-05-29,T2,1,Total,8,,,,,1
D16507,C017,2025-05-29,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-05-25 15:12,102.8,1
D16508,C017,2025-05-30,T1,1,Total,7,,,,,1
D16509,C017,2025-05-30,T2,1,Total,8,,,,,1
D16510,C017,2025-05-30,T3,1,Total,9,,,,,1
D16511,C017,2025-05-31,T1,1,Total,7,,,,,1
D16512,C017,2025-05-31,T2,1,Total,8,,,,,1
D16513,C017,2025-05-31,T3,1,Total,9,,,,,1
D16514,C017,2025-06-01,T1,1,Total,7,,,,,1
D16515,C017,2025-06-01,T2,1,Total,8,,,,,1
D16516,C017,2025-06-01,T3,1,Total,9,,,,,1
D16517,C017,2025-06-02,T1,1,Total,7,,,,,1
D16518,C017,2025-06-02,T2,1,Total,8,,,,,1
D16519,C017,2025-06-02,T3,1,Total,9,,,,,1
D16520,C017,2025-06-03,T1,1,Total,7,,,,,1
D16521,C017,2025-06-03,T2,0,Indisponível,0,baixa,inesperada,2025-06-03 08:42,5.3,1
D16522,C017,2025-06-03,T3,1,Total,9,,,,,1
D16523,C017,2025-06-04,T1,1,Parcial,4,preferencia_pessoal,planeada,2025-05-25 15:48,231.2,1
D16524,C017,2025-06-04,T2,1,Total,8,,,,,1
D16525,C017,2025-06-04,T3,0,Indisponível,0,outro,planeada,2025-06-03 17:36,28.4,1
D16526,C017,2025-06-05,T1,1,Total,7,,,,,1
D16527,C017,2025-06-05,T2,1,Total,8,,,,,1
D16528,C017,2025-06-05,T3,1,Total,9,,,,,1
D16529,C017,2025-06-06,T1,1,Total,7,,,,,1
D16530,C017,2025-06-06,T2,1,Total,8,,,,,1
D16531,C017,2025-06-06,T3,1,Total,9,,,,,1
D16532,C017,2025-06-07,T1,1,Total,7,,,,,1
D16533,C017,2025-06-07,T2,1,Total,8,,,,,1
D16534,C017,2025-06-07,T3,1,Total,9,,,,,1
D16535,C017,2025-06-08,T1,1,Total,7,,,,,1
D16536,C017,2025-06-08,T2,1,Total,8,,,,,1
D16537,C017,2025-06-08,T3,1,Total,9,,,,,1
D16538,C017,2025-06-09,T1,1,Total,7,,,,,1
D16539,C017,2025-06-09,T2,1,Total,8,,,,,1
D16540,C017,2025-06-09,T3,1,Total,9,,,,,1
D16541,C017,2025-06-10,T1,1,Total,7,,,,,1
D16542,C017,2025-06-10,T2,1,Total,8,,,,,1
D16543,C017,2025-06-10,T3,1,Total,9,,,,,1
D16544,C017,2025-06-11,T1,1,Parcial,4,formação,planeada,2025-06-07 13:36,89.4,1
D16545,C017,2025-06-11,T2,1,Total,8,,,,,1
D16546,C017,2025-06-11,T3,1,Total,9,,,,,1
D16547,C017,2025-06-12,T1,1,Total,7,,,,,1
D16548,C017,2025-06-12,T2,1,Total,8,,,,,1
D16549,C017,2025-06-12,T3,1,Total,9,,,,,1
D16550,C017,2025-06-13,T1,1,Total,7,,,,,1
D16551,C017,2025-06-13,T2,1,Total,8,,,,,1
D16552,C017,2025-06-13,T3,1,Total,9,,,,,1
D16553,C017,2025-06-14,T1,1,Total,7,,,,,1
D16554,C017,2025-06-14,T2,1,Total,8,,,,,1
D16555,C017,2025-06-14,T3,1,Total,9,,,,,1
D16556,C017,2025-06-15,T1,1,Total,7,,,,,1
D16557,C017,2025-06-15,T2,1,Parcial,4,formação,planeada,2025-06-08 00:24,181.6,1
D16558,C017,2025-06-15,T3,1,Total,9,,,,,1
D16559,C017,2025-06-16,T1,1,Total,7,,,,,1
D16560,C017,2025-06-16,T2,1,Total,8,,,,,1
D16561,C017,2025-06-16,T3,1,Total,9,,,,,1
D16562,C017,2025-06-17,T1,1,Total,7,,,,,1
D16563,C017,2025-06-17,T2,1,Total,8,,,,,1
D16564,C017,2025-06-17,T3,1,Total,9,,,,,1
D16565,C017,2025-06-18,T1,1,Total,7,,,,,1
D16566,C017,2025-06-18,T2,1,Total,8,,,,,1
D16567,C017,2025-06-18,T3,1,Total,9,,,,,1
D16568,C017,2025-06-19,T1,1,Total,7,,,,,1
D16569,C017,2025-06-19,T2,1,Total,8,,,,,1
D16570,C017,2025-06-19,T3,1,Total,9,,,,,1
D16571,C017,2025-06-20,T1,1,Total,7,,,,,1
D16572,C017,2025-06-20,T2,1,Parcial,4,formação,planeada,2025-06-15 10:30,123.5,1
D16573,C017,2025-06-20,T3,1,Total,9,,,,,1
D16574,C017,2025-06-21,T1,1,Total,7,,,,,1
D16575,C017,2025-06-21,T2,1,Total,8,,,,,1
D16576,C017,2025-06-21,T3,1,Total,9,,,,,1
D16577,C017,2025-06-22,T1,1,Total,7,,,,,1
D16578,C017,2025-06-22,T2,1,Total,8,,,,,1
D16579,C017,2025-06-22,T3,1,Total,9,,,,,1
D16580,C017,2025-06-23,T1,1,Total,7,,,,,1
D16581,C017,2025-06-23,T2,1,Parcial,4,formação,planeada,2025-06-20 09:18,76.7,1
D16582,C017,2025-06-23,T3,1,Total,9,,,,,1
D16583,C017,2025-06-24,T1,1,Parcial,4,preferencia_pessoal,planeada,2025-06-12 08:54,286.1,1
D16584,C017,2025-06-24,T2,1,Total,8,,,,,1
D16585,C017,2025-06-24,T3,1,Total,9,,,,,1
D16586,C017,2025-06-25,T1,1,Total,7,,,,,1
D16587,C017,2025-06-25,T2,1,Total,8,,,,,1
D16588,C017,2025-06-25,T3,1,Total,9,,,,,1
D16589,C017,2025-06-26,T1,1,Total,7,,,,,1
D16590,C017,2025-06-26,T2,1,Total,8,,,,,1
D16591,C017,2025-06-26,T3,1,Total,9,,,,,1
D16592,C017,2025-06-27,T1,1,Parcial,4,formação,planeada,2025-06-26 09:42,21.3,1
D16593,C017,2025-06-27,T2,1,Total,8,,,,,1
D16594,C017,2025-06-27,T3,1,Total,9,,,,,1
D16595,C017,2025-06-28,T1,1,Total,7,,,,,1
D16596,C017,2025-06-28,T2,1,Total,8,,,,,1
D16597,C017,2025-06-28,T3,1,Total,9,,,,,1
D16598,C017,2025-06-29,T1,1,Total,7,,,,,1
D16599,C017,2025-06-29,T2,1,Total,8,,,,,1
D16600,C017,2025-06-29,T3,1,Total,9,,,,,1
D16601,C017,2025-06-30,T1,1,Total,7,,,,,1
D16602,C017,2025-06-30,T2,1,Total,8,,,,,1
D16603,C017,2025-06-30,T3,1,Total,9,,,,,1
D16604,C017,2025-07-01,T1,0,Indisponível,0,restrição_noite,planeada,2025-06-03 13:36,665.4,1
D16605,C017,2025-07-01,T2,1,Total,8,,,,,1
D16606,C017,2025-07-01,T3,1,Total,9,,,,,1
D16607,C017,2025-07-02,T1,1,Total,7,,,,,1
D16608,C017,2025-07-02,T2,1,Total,8,,,,,1
D16609,C017,2025-07-02,T3,1,Parcial,4,formação,planeada,2025-07-01 23:30,22.5,1
D16610,C017,2025-07-03,T1,1,Total,7,,,,,1
D16611,C017,2025-07-03,T2,1,Total,8,,,,,1
D16612,C017,2025-07-03,T3,1,Total,9,,,,,1
D16613,C017,2025-07-04,T1,1,Total,7,,,,,1
D16614,C017,2025-07-04,T2,1,Parcial,4,preferencia_pessoal,planeada,2025-06-28 03:12,154.8,1
D16615,C017,2025-07-04,T3,1,Total,9,,,,,1
D16616,C017,2025-07-05,T1,1,Total,7,,,,,1
D16617,C017,2025-07-05,T2,1,Total,8,,,,,1
D16618,C017,2025-07-05,T3,1,Total,9,,,,,1
D16619,C017,2025-07-06,T1,1,Total,7,,,,,1
D16620,C017,2025-07-06,T2,1,Total,8,,,,,1
D16621,C017,2025-07-06,T3,1,Total,9,,,,,1
D16622,C017,2025-07-07,T1,1,Total,7,,,,,1
D16623,C017,2025-07-07,T2,1,Total,8,,,,,1
D16624,C017,2025-07-07,T3,1,Total,9,,,,,1
D16625,C017,2025-07-08,T1,1,Total,7,,,,,1
D16626,C017,2025-07-08,T2,1,Total,8,,,,,1
D16627,C017,2025-07-08,T3,1,Total,9,,,,,1
D16628,C017,2025-07-09,T1,1,Total,7,,,,,1
D16629,C017,2025-07-09,T2,1,Parcial,4,consulta_medica,planeada,2025-06-30 21:06,208.9,1
D16630,C017,2025-07-09,T3,1,Total,9,,,,,1
D16631,C017,2025-07-10,T1,1,Total,7,,,,,1
D16632,C017,2025-07-10,T2,1,Total,8,,,,,1
D16633,C017,2025-07-10,T3,1,Total,9,,,,,1
D16634,C017,2025-07-11,T1,1,Total,7,,,,,1
D16635,C017,2025-07-11,T2,1,Total,8,,,,,1
D16636,C017,2025-07-11,T3,1,Parcial,4,formação,planeada,2025-07-09 15:06,54.9,1
D16637,C017,2025-07-12,T1,1,Total,7,,,,,1
D16638,C017,2025-07-12,T2,1,Total,8,,,,,1
D16639,C017,2025-07-12,T3,1,Total,9,,,,,1
D16640,C017,2025-07-13,T1,1,Total,7,,,,,1
D16641,C017,2025-07-13,T2,1,Parcial,4,consulta_medica,planeada,2025-07-09 03:06,106.9,1
D16642,C017,2025-07-13,T3,1,Total,9,,,,,1
D16643,C017,2025-07-14,T1,1,Total,7,,,,,1
D16644,C017,2025-07-14,T2,1,Total,8,,,,,1
D16645,C017,2025-07-14,T3,1,Parcial,4,consulta_medica,planeada,2025-07-05 16:24,221.6,1
D16646,C017,2025-07-15,T1,1,Total,7,,,,,1
D16647,C017,2025-07-15,T2,1,Total,8,,,,,1
D16648,C017,2025-07-15,T3,1,Total,9,,,,,1
D16649,C017,2025-07-16,T1,1,Total,7,,,,,1
D16650,C017,2025-07-16,T2,1,Total,8,,,,,1
D16651,C017,2025-07-16,T3,1,Total,9,,,,,1
D16652,C017,2025-07-17,T1,1,Total,7,,,,,1
D16653,C017,2025-07-17,T2,1,Total,8,,,,,1
D16654,C017,2025-07-17,T3,1,Total,9,,,,,1
D16655,C017,2025-07-18,T1,1,Total,7,,,,,1
D16656,C017,2025-07-18,T2,1,Total,8,,,,,1
D16657,C017,2025-07-18,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-07-12 21:48,144.2,1
D16658,C017,2025-07-19,T1,1,Total,7,,,,,1
D16659,C017,2025-07-19,T2,1,Total,8,,,,,1
D16660,C017,2025-07-19,T3,1,Total,9,,,,,1
D16661,C017,2025-07-20,T1,1,Total,7,,,,,1
D16662,C017,2025-07-20,T2,1,Total,8,,,,,1
D16663,C017,2025-07-20,T3,1,Total,9,,,,,1
D16664,C017,2025-07-21,T1,1,Total,7,,,,,1
D16665,C017,2025-07-21,T2,1,Parcial,4,consulta_medica,planeada,2025-07-18 04:48,81.2,1
D16666,C017,2025-07-21,T3,1,Total,9,,,,,1
D16667,C017,2025-07-22,T1,1,Total,7,,,,,1
D16668,C017,2025-07-22,T2,1,Total,8,,,,,1
D16669,C017,2025-07-22,T3,1,Total,9,,,,,1
D16670,C017,2025-07-23,T1,1,Total,7,,,,,1
D16671,C017,2025-07-23,T2,1,Total,8,,,,,1
D16672,C017,2025-07-23,T3,1,Total,9,,,,,1
D16673,C017,2025-07-24,T1,1,Total,7,,,,,1
D16674,C017,2025-07-24,T2,1,Total,8,,,,,1
D16675,C017,2025-07-24,T3,1,Parcial,4,consulta_medica,planeada,2025-07-19 01:18,140.7,1
D16676,C017,2025-07-25,T1,1,Total,7,,,,,1
D16677,C017,2025-07-25,T2,1,Total,8,,,,,1
D16678,C017,2025-07-25,T3,1,Total,9,,,,,1
D16679,C017,2025-07-26,T1,1,Total,7,,,,,1
D16680,C017,2025-07-26,T2,1,Total,8,,,,,1
D16681,C017,2025-07-26,T3,1,Total,9,,,,,1
D16682,C017,2025-07-27,T1,1,Total,7,,,,,1
D16683,C017,2025-07-27,T2,1,Total,8,,,,,1
D16684,C017,2025-07-27,T3,1,Total,9,,,,,1
D16685,C017,2025-07-28,T1,1,Total,7,,,,,1
D16686,C017,2025-07-28,T2,1,Total,8,,,,,1
D16687,C017,2025-07-28,T3,1,Total,9,,,,,1
D16688,C017,2025-07-29,T1,1,Total,7,,,,,1
D16689,C017,2025-07-29,T2,1,Total,8,,,,,1
D16690,C017,2025-07-29,T3,1,Total,9,,,,,1
D16691,C017,2025-07-30,T1,1,Parcial,4,formação,planeada,2025-07-29 00:42,30.3,1
D16692,C017,2025-07-30,T2,1,Total,8,,,,,1
D16693,C017,2025-07-30,T3,0,Indisponível,0,outro,planeada,2025-07-30 05:48,16.2,1
D16694,C017,2025-07-31,T1,1,Total,7,,,,,1
D16695,C017,2025-07-31,T2,1,Total,8,,,,,1
D16696,C017,2025-07-31,T3,1,Total,9,,,,,1
D16697,C017,2025-08-01,T1,1,Total,7,,,,,1
D16698,C017,2025-08-01,T2,1,Total,8,,,,,1
D16699,C017,2025-08-01,T3,1,Total,9,,,,,1
D16700,C017,2025-08-02,T1,1,Total,7,,,,,1
D16701,C017,2025-08-02,T2,1,Total,8,,,,,1
D16702,C017,2025-08-02,T3,1,Total,9,,,,,1
D16703,C017,2025-08-03,T1,1,Total,7,,,,,1
D16704,C017,2025-08-03,T2,1,Parcial,4,formação,planeada,2025-07-27 07:00,175.0,1
D16705,C017,2025-08-03,T3,1,Total,9,,,,,1
D16706,C017,2025-08-04,T1,0,Indisponível,0,formação,planeada,2025-08-02 09:24,45.6,1
D16707,C017,2025-08-04,T2,0,Indisponível,0,consulta_medica,planeada,2025-07-27 00:36,205.4,1
D16708,C017,2025-08-04,T3,1,Total,9,,,,,1
D16709,C017,2025-08-05,T1,1,Total,7,,,,,1
D16710,C017,2025-08-05,T2,1,Total,8,,,,,1
D16711,C017,2025-08-05,T3,1,Total,9,,,,,1
D16712,C017,2025-08-06,T1,1,Total,7,,,,,1
D16713,C017,2025-08-06,T2,1,Total,8,,,,,1
D16714,C017,2025-08-06,T3,1,Total,9,,,,,1
D16715,C017,2025-08-07,T1,1,Total,7,,,,,1
D16716,C017,2025-08-07,T2,1,Total,8,,,,,1
D16717,C017,2025-08-07,T3,0,Indisponível,0,nao_autorizado_fds,planeada,2025-07-13 22:18,599.7,1
D16718,C017,2025-08-08,T1,1,Total,7,,,,,1
D16719,C017,2025-08-08,T2,1,Total,8,,,,,1
D16720,C017,2025-08-08,T3,1,Parcial,4,consulta_medica,planeada,2025-08-07 01:36,44.4,1
D16721,C017,2025-08-09,T1,1,Total,7,,,,,1
D16722,C017,2025-08-09,T2,1,Parcial,4,consulta_medica,planeada,2025-08-06 22:18,63.7,1
D16723,C017,2025-08-09,T3,1,Parcial,4,consulta_medica,planeada,2025-08-04 12:48,129.2,1
D16724,C017,2025-08-10,T1,1,Total,7,,,,,1
D16725,C017,2025-08-10,T2,1,Total,8,,,,,1
D16726,C017,2025-08-10,T3,1,Total,9,,,,,1
D16727,C017,2025-08-11,T1,1,Total,7,,,,,1
D16728,C017,2025-08-11,T2,1,Parcial,4,preferencia_pessoal,planeada,2025-08-04 00:36,181.4,1
D16729,C017,2025-08-11,T3,1,Total,9,,,,,1
D16730,C017,2025-08-12,T1,1,Total,7,,,,,1
D16731,C017,2025-08-12,T2,1,Total,8,,,,,1
D16732,C017,2025-08-12,T3,0,Indisponível,0,baixa,planeada,2025-07-23 08:24,493.6,1
D16733,C017,2025-08-13,T1,1,Total,7,,,,,1
D16734,C017,2025-08-13,T2,1,Total,8,,,,,1
D16735,C017,2025-08-13,T3,1,Total,9,,,,,1
D16736,C017,2025-08-14,T1,1,Total,7,,,,,1
D16737,C017,2025-08-14,T2,1,Total,8,,,,,1
D16738,C017,2025-08-14,T3,1,Total,9,,,,,1
D16739,C017,2025-08-15,T1,1,Total,7,,,,,1
D16740,C017,2025-08-15,T2,1,Total,8,,,,,1
D16741,C017,2025-08-15,T3,1,Total,9,,,,,1
D16742,C017,2025-08-16,T1,1,Total,7,,,,,1
D16743,C017,2025-08-16,T2,1,Total,8,,,,,1
D16744,C017,2025-08-16,T3,0,Indisponível,0,férias,planeada,2025-08-14 00:48,69.2,1
D16745,C017,2025-08-17,T1,1,Total,7,,,,,1
D16746,C017,2025-08-17,T2,1,Parcial,4,consulta_medica,planeada,2025-08-04 00:48,325.2,1
D16747,C017,2025-08-17,T3,1,Total,9,,,,,1
D16748,C017,2025-08-18,T1,1,Total,7,,,,,1
D16749,C017,2025-08-18,T2,1,Total,8,,,,,1
D16750,C017,2025-08-18,T3,1,Total,9,,,,,1
D16751,C017,2025-08-19,T1,1,Total,7,,,,,1
D16752,C017,2025-08-19,T2,1,Total,8,,,,,1
D16753,C017,2025-08-19,T3,1,Total,9,,,,,1
D16754,C017,2025-08-20,T1,1,Total,7,,,,,1
D16755,C017,2025-08-20,T2,1,Total,8,,,,,1
D16756,C017,2025-08-20,T3,1,Total,9,,,,,1
D16757,C017,2025-08-21,T1,1,Total,7,,,,,1
D16758,C017,2025-08-21,T2,1,Total,8,,,,,1
D16759,C017,2025-08-21,T3,1,Parcial,4,preferencia_pessoal,planeada,2025-08-09 12:12,297.8,1
D16760,C017,2025-08-22,T1,1,Total,7,,,,,1
D16761,C017,2025-08-22,T2,1,Total,8,,,,,1
D16762,C017,2025-08-22,T3,1,Total,9,,,,,1
D16763,C017,2025-08-23,T1,1,Total,7,,,,,1
D16764,C017,2025-08-23,T2,1,Total,8,,,,,1
D16765,C017,2025-08-23,T3,1,Total,9,,,,,1
D16766,C017,2025-08-24,T1,1,Total,7,,,,,1
D16767,C017,2025-08-24,T2,1,Total,8,,,,,1
D16768,C017,2025-08-24,T3,1,Total,9,,,,,1
D16769,C017,2025-08-25,T1,1,Total,7,,,,,1
D16770,C017,2025-08-25,T2,1,Total,8,,,,,1
D16771,C017,2025-08-25,T3,1,Total,9,,,,,1
D16772,C017,2025-08-26,T1,1,Total,7,,,,,1
D16773,C017,2025-08-26,T2,1,Total,8,,,,,1
D16774,C017,2025-08-26,T3,1,Total,9,,,,,1
D16775,C017,2025-08-27,T1,1,Total,7,,,,,1
D16776,C017,2025-08-27,T2,1,Total,8,,,,,1
D16777,C017,2025-08-27,T3,1,Parcial,4,formação,planeada,2025-08-17 07:00,255.0,1
D16778,C017,2025-08-28,T1,1,Total,7,,,,,1
D16779,C017,2025-08-28,T2,1,Total,8,,,,,1
D16780,C017,2025-08-28,T3,1,Parcial,4,formação,planeada,2025-08-18 02:12,259.8,1
D16781,C017,2025-08-29,T1,1,Total,7,,,,,1
D16782,C017,2025-08-29,T2,1,Total,8,,,,,1
D16783,C017,2025-08-29,T3,1,Total,9,,,,,1
D16784,C017,2025-08-30,T1,0,Indisponível,0,férias,planeada,2025-08-23 16:06,158.9,1
D16785,C017,2025-08-30,T2,1,Parcial,4,consulta_medica,planeada,2025-08-19 23:48,254.2,1
D16786,C017,2025-08-30,T3,1,Total,9,,,,,1
D16787,C017,2025-08-31,T1,1,Total,7,,,,,1
D16788,C017,2025-08-31,T2,1,Total,8,,,,,1
D16789,C017,2025-08-31,T3,1,Total,9,,,,,1
D16790,C017,2025-09-01,T1,1,Total,7,,,,,1
D16791,C017,2025-09-01,T2,1,Total,8,,,,,1
D16792,C017,2025-09-01,T3,1,Total,9,,,,,1
D16793,C017,2025-09-02,T1,1,Parcial,4,formação,planeada,2025-08-22 03:54,267.1,1
D16794,C017,2025-09-02,T2,1,Total,8,,,,,1
D16795,C017,2025-09-02,T3,1,Total,9,,,,,1
D16796,C017,2025-09-03,T1,1,Total,7,,,,,1
D16797,C017,2025-09-03,T2,0,Indisponível,0,preferencia_pessoal,planeada,2025-08-30 19:48,90.2,1
D16798,C017,2025-09-03,T3,1,Total,9,,,,,1
D16799,C017,2025-09-04,T1,1,Total,7,,,,,1
D16800,C017,2025-09-04,T2,1,Parcial,4,preferencia_pessoal,planeada,2025-09-01 17:36,68.4,1
D16801,C017,2025-09-04,T3,1,Parcial,4,consulta_medica,planeada,2025-08-31 10:18,107.7,1
D16802,C017,2025-09-05,T1,1,Parcial,4,preferencia_pessoal,planeada,2025-08-22 10:06,332.9,1
