atividade_tipologia_id,data,tipologia_id,unidade_hotel,departamento,quartos_ocupados,quartos_checkout,quartos_stayover,carga_limpeza_min
AT1068,2025-08-02,TQ03,Unidade 1,Housekeeping,25,6,19,646
AT1069,2025-08-02,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT1070,2025-08-02,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT1071,2025-08-03,TQ01,Unidade 1,Housekeeping,30,3,27,480
AT1072,2025-08-03,TQ02,Unidade 1,Housekeeping,50,18,32,1270
AT1073,2025-08-03,TQ03,Unidade 1,Housekeeping,11,2,9,274
AT1074,2025-08-03,TQ04,Unidade 1,Housekeeping,10,6,4,470
AT1075,2025-08-03,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1076,2025-08-04,TQ01,Unidade 1,Housekeeping,30,8,22,530
AT1077,2025-08-04,TQ02,Unidade 1,Housekeeping,34,6,28,770
AT1078,2025-08-04,TQ03,Unidade 1,Housekeeping,25,8,17,678
AT1079,2025-08-04,TQ04,Unidade 1,Housekeeping,8,2,6,320
AT1080,2025-08-04,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT1081,2025-08-05,TQ01,Unidade 1,Housekeeping,13,4,9,235
AT1082,2025-08-05,TQ02,Unidade 1,Housekeeping,44,15,29,1105
AT1083,2025-08-05,TQ03,Unidade 1,Housekeeping,24,8,16,656
AT1084,2025-08-05,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT1085,2025-08-05,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1086,2025-08-06,TQ01,Unidade 1,Housekeeping,30,11,19,560
AT1087,2025-08-06,TQ02,Unidade 1,Housekeeping,40,8,32,920
AT1088,2025-08-06,TQ03,Unidade 1,Housekeeping,9,3,6,246
AT1089,2025-08-06,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT1090,2025-08-06,TQ05,Unidade 1,Housekeeping,5,5,0,400
AT1091,2025-08-07,TQ01,Unidade 1,Housekeeping,30,10,20,550
AT1092,2025-08-07,TQ02,Unidade 1,Housekeeping,40,14,26,1010
AT1093,2025-08-07,TQ03,Unidade 1,Housekeeping,12,4,8,328
AT1094,2025-08-07,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT1095,2025-08-07,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1096,2025-08-08,TQ01,Unidade 1,Housekeeping,30,5,25,500
AT1097,2025-08-08,TQ02,Unidade 1,Housekeeping,50,14,36,1210
AT1098,2025-08-08,TQ03,Unidade 1,Housekeeping,16,4,12,416
AT1099,2025-08-08,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT1100,2025-08-08,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1101,2025-08-09,TQ01,Unidade 1,Housekeeping,30,16,14,610
AT1102,2025-08-09,TQ02,Unidade 1,Housekeeping,50,10,40,1150
AT1103,2025-08-09,TQ03,Unidade 1,Housekeeping,25,4,21,614
AT1104,2025-08-09,TQ04,Unidade 1,Housekeeping,8,2,6,320
AT1105,2025-08-09,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT1106,2025-08-10,TQ01,Unidade 1,Housekeeping,30,9,21,540
AT1107,2025-08-10,TQ02,Unidade 1,Housekeeping,42,11,31,1005
AT1108,2025-08-10,TQ03,Unidade 1,Housekeeping,12,4,8,328
AT1109,2025-08-10,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT1110,2025-08-10,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1111,2025-08-11,TQ01,Unidade 1,Housekeeping,30,4,26,490
AT1112,2025-08-11,TQ02,Unidade 1,Housekeeping,34,10,24,830
AT1113,2025-08-11,TQ03,Unidade 1,Housekeeping,25,10,15,710
AT1114,2025-08-11,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT1115,2025-08-11,TQ05,Unidade 1,Housekeeping,5,5,0,400
AT1116,2025-08-12,TQ01,Unidade 1,Housekeeping,27,8,19,485
AT1117,2025-08-12,TQ02,Unidade 1,Housekeeping,28,10,18,710
AT1118,2025-08-12,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT1119,2025-08-12,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT1120,2025-08-12,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1121,2025-08-13,TQ01,Unidade 1,Housekeeping,30,7,23,520
AT1122,2025-08-13,TQ02,Unidade 1,Housekeeping,29,10,19,730
AT1123,2025-08-13,TQ03,Unidade 1,Housekeeping,22,8,14,612
AT1124,2025-08-13,TQ04,Unidade 1,Housekeeping,10,8,2,510
AT1125,2025-08-13,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1126,2025-08-14,TQ01,Unidade 1,Housekeeping,30,8,22,530
AT1127,2025-08-14,TQ02,Unidade 1,Housekeeping,38,14,24,970
AT1128,2025-08-14,TQ03,Unidade 1,Housekeeping,17,7,10,486
AT1129,2025-08-14,TQ04,Unidade 1,Housekeeping,10,7,3,490
AT1130,2025-08-14,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1131,2025-08-15,TQ01,Unidade 1,Housekeeping,27,5,22,455
AT1132,2025-08-15,TQ02,Unidade 1,Housekeeping,46,17,29,1175
AT1133,2025-08-15,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT1134,2025-08-15,TQ04,Unidade 1,Housekeeping,10,9,1,530
AT1135,2025-08-15,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1136,2025-08-16,TQ01,Unidade 1,Housekeeping,29,8,21,515
AT1137,2025-08-16,TQ02,Unidade 1,Housekeeping,43,13,30,1055
AT1138,2025-08-16,TQ03,Unidade 1,Housekeeping,23,7,16,618
AT1139,2025-08-16,TQ04,Unidade 1,Housekeeping,8,2,6,320
AT1140,2025-08-16,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1141,2025-08-17,TQ01,Unidade 1,Housekeeping,20,5,15,350
AT1142,2025-08-17,TQ02,Unidade 1,Housekeeping,50,20,30,1300
AT1143,2025-08-17,TQ03,Unidade 1,Housekeeping,25,12,13,742
AT1144,2025-08-17,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1145,2025-08-17,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1146,2025-08-18,TQ01,Unidade 1,Housekeeping,30,13,17,580
AT1147,2025-08-18,TQ02,Unidade 1,Housekeeping,43,11,32,1025
AT1148,2025-08-18,TQ03,Unidade 1,Housekeeping,19,7,12,530
AT1149,2025-08-18,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT1150,2025-08-18,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT1151,2025-08-19,TQ01,Unidade 1,Housekeeping,19,3,16,315
AT1152,2025-08-19,TQ02,Unidade 1,Housekeeping,48,9,39,1095
AT1153,2025-08-19,TQ03,Unidade 1,Housekeeping,11,2,9,274
AT1154,2025-08-19,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1155,2025-08-19,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1156,2025-08-20,TQ01,Unidade 1,Housekeeping,30,9,21,540
AT1157,2025-08-20,TQ02,Unidade 1,Housekeeping,42,11,31,1005
AT1158,2025-08-20,TQ03,Unidade 1,Housekeeping,22,6,16,580
AT1159,2025-08-20,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1160,2025-08-20,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1161,2025-08-21,TQ01,Unidade 1,Housekeeping,15,4,11,265
AT1162,2025-08-21,TQ02,Unidade 1,Housekeeping,48,15,33,1185
AT1163,2025-08-21,TQ03,Unidade 1,Housekeeping,22,7,15,596
AT1164,2025-08-21,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT1165,2025-08-21,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT1166,2025-08-22,TQ01,Unidade 1,Housekeeping,22,5,17,380
AT1167,2025-08-22,TQ02,Unidade 1,Housekeeping,49,10,39,1130
AT1168,2025-08-22,TQ03,Unidade 1,Housekeeping,20,4,16,504
AT1169,2025-08-22,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1170,2025-08-22,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1171,2025-08-23,TQ01,Unidade 1,Housekeeping,30,6,24,510
AT1172,2025-08-23,TQ02,Unidade 1,Housekeeping,50,18,32,1270
AT1173,2025-08-23,TQ03,Unidade 1,Housekeeping,23,6,17,602
AT1174,2025-08-23,TQ04,Unidade 1,Housekeeping,10,10,0,550
AT1175,2025-08-23,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1176,2025-08-24,TQ01,Unidade 1,Housekeeping,30,8,22,530
AT1177,2025-08-24,TQ02,Unidade 1,Housekeeping,50,23,27,1345
AT1178,2025-08-24,TQ03,Unidade 1,Housekeeping,25,10,15,710
AT1179,2025-08-24,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT1180,2025-08-24,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1181,2025-08-25,TQ01,Unidade 1,Housekeeping,16,2,14,260
AT1182,2025-08-25,TQ02,Unidade 1,Housekeeping,43,13,30,1055
AT1183,2025-08-25,TQ03,Unidade 1,Housekeeping,16,5,11,432
AT1184,2025-08-25,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT1185,2025-08-25,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1186,2025-08-26,TQ01,Unidade 1,Housekeeping,28,4,24,460
AT1187,2025-08-26,TQ02,Unidade 1,Housekeeping,50,14,36,1210
AT1188,2025-08-26,TQ03,Unidade 1,Housekeeping,13,3,10,334
AT1189,2025-08-26,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1190,2025-08-26,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1191,2025-08-27,TQ01,Unidade 1,Housekeeping,30,6,24,510
AT1192,2025-08-27,TQ02,Unidade 1,Housekeeping,28,4,24,620
AT1193,2025-08-27,TQ03,Unidade 1,Housekeeping,25,5,20,630
AT1194,2025-08-27,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1195,2025-08-27,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT1196,2025-08-28,TQ01,Unidade 1,Housekeeping,30,10,20,550
AT1197,2025-08-28,TQ02,Unidade 1,Housekeeping,42,14,28,1050
AT1198,2025-08-28,TQ03,Unidade 1,Housekeeping,16,5,11,432
AT1199,2025-08-28,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT1200,2025-08-28,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1201,2025-08-29,TQ01,Unidade 1,Housekeeping,19,2,17,305
AT1202,2025-08-29,TQ02,Unidade 1,Housekeeping,50,12,38,1180
AT1203,2025-08-29,TQ03,Unidade 1,Housekeeping,25,6,19,646
AT1204,2025-08-29,TQ04,Unidade 1,Housekeeping,3,0,3,105
AT1205,2025-08-29,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1206,2025-08-30,TQ01,Unidade 1,Housekeeping,30,10,20,550
AT1207,2025-08-30,TQ02,Unidade 1,Housekeeping,48,14,34,1170
AT1208,2025-08-30,TQ03,Unidade 1,Housekeeping,25,15,10,790
AT1209,2025-08-30,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT1210,2025-08-30,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1211,2025-08-31,TQ01,Unidade 1,Housekeeping,30,11,19,560
AT1212,2025-08-31,TQ02,Unidade 1,Housekeeping,46,9,37,1055
AT1213,2025-08-31,TQ03,Unidade 1,Housekeeping,25,10,15,710
AT1214,2025-08-31,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1215,2025-08-31,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1216,2025-09-01,TQ01,Unidade 1,Housekeeping,30,5,25,500
AT1217,2025-09-01,TQ02,Unidade 1,Housekeeping,50,17,33,1255
AT1218,2025-09-01,TQ03,Unidade 1,Housekeeping,7,1,6,170
AT1219,2025-09-01,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT1220,2025-09-01,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT1221,2025-09-02,TQ01,Unidade 1,Housekeeping,15,4,11,265
AT1222,2025-09-02,TQ02,Unidade 1,Housekeeping,50,15,35,1225
AT1223,2025-09-02,TQ03,Unidade 1,Housekeeping,13,4,9,350
AT1224,2025-09-02,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1225,2025-09-02,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1226,2025-09-03,TQ01,Unidade 1,Housekeeping,30,6,24,510
AT1227,2025-09-03,TQ02,Unidade 1,Housekeeping,24,5,19,555
AT1228,2025-09-03,TQ03,Unidade 1,Housekeeping,25,8,17,678
AT1229,2025-09-03,TQ04,Unidade 1,Housekeeping,10,2,8,390
AT1230,2025-09-03,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1231,2025-09-04,TQ01,Unidade 1,Housekeeping,18,5,13,320
AT1232,2025-09-04,TQ02,Unidade 1,Housekeeping,50,19,31,1285
AT1233,2025-09-04,TQ03,Unidade 1,Housekeeping,19,7,12,530
AT1234,2025-09-04,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT1235,2025-09-04,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1236,2025-09-05,TQ01,Unidade 1,Housekeeping,23,6,17,405
AT1237,2025-09-05,TQ02,Unidade 1,Housekeeping,50,15,35,1225
AT1238,2025-09-05,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT1239,2025-09-05,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT1240,2025-09-05,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1241,2025-09-06,TQ01,Unidade 1,Housekeeping,30,8,22,530
AT1242,2025-09-06,TQ02,Unidade 1,Housekeeping,50,11,39,1165
AT1243,2025-09-06,TQ03,Unidade 1,Housekeeping,25,4,21,614
AT1244,2025-09-06,TQ04,Unidade 1,Housekeeping,10,1,9,370
AT1245,2025-09-06,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1246,2025-09-07,TQ01,Unidade 1,Housekeeping,30,12,18,570
AT1247,2025-09-07,TQ02,Unidade 1,Housekeeping,50,9,41,1135
AT1248,2025-09-07,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT1249,2025-09-07,TQ04,Unidade 1,Housekeeping,10,7,3,490
AT1250,2025-09-07,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1251,2025-09-08,TQ01,Unidade 1,Housekeeping,30,9,21,540
AT1252,2025-09-08,TQ02,Unidade 1,Housekeeping,41,10,31,970
AT1253,2025-09-08,TQ03,Unidade 1,Housekeeping,8,2,6,208
AT1254,2025-09-08,TQ04,Unidade 1,Housekeeping,6,1,5,230
AT1255,2025-09-08,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT1256,2025-09-09,TQ01,Unidade 1,Housekeeping,30,5,25,500
AT1257,2025-09-09,TQ02,Unidade 1,Housekeeping,35,8,27,820
AT1258,2025-09-09,TQ03,Unidade 1,Housekeeping,22,5,17,564
AT1259,2025-09-09,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT1260,2025-09-09,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1261,2025-09-10,TQ01,Unidade 1,Housekeeping,30,13,17,580
AT1262,2025-09-10,TQ02,Unidade 1,Housekeeping,46,15,31,1145
AT1263,2025-09-10,TQ03,Unidade 1,Housekeeping,22,8,14,612
AT1264,2025-09-10,TQ04,Unidade 1,Housekeeping,4,2,2,180
AT1265,2025-09-10,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1266,2025-09-11,TQ01,Unidade 1,Housekeeping,24,4,20,400
AT1267,2025-09-11,TQ02,Unidade 1,Housekeeping,45,14,31,1110
AT1268,2025-09-11,TQ03,Unidade 1,Housekeeping,25,11,14,726
AT1269,2025-09-11,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT1270,2025-09-11,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1271,2025-09-12,TQ01,Unidade 1,Housekeeping,28,10,18,520
AT1272,2025-09-12,TQ02,Unidade 1,Housekeeping,44,16,28,1120
AT1273,2025-09-12,TQ03,Unidade 1,Housekeeping,14,5,9,388
AT1274,2025-09-12,TQ04,Unidade 1,Housekeeping,4,2,2,180
AT1275,2025-09-12,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1276,2025-09-13,TQ01,Unidade 1,Housekeeping,30,11,19,560
AT1277,2025-09-13,TQ02,Unidade 1,Housekeeping,50,15,35,1225
AT1278,2025-09-13,TQ03,Unidade 1,Housekeeping,10,3,7,268
AT1279,2025-09-13,TQ04,Unidade 1,Housekeeping,10,6,4,470
AT1280,2025-09-13,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT1281,2025-09-14,TQ01,Unidade 1,Housekeeping,30,6,24,510
AT1282,2025-09-14,TQ02,Unidade 1,Housekeeping,48,14,34,1170
AT1283,2025-09-14,TQ03,Unidade 1,Housekeeping,25,9,16,694
AT1284,2025-09-14,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT1285,2025-09-14,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT1286,2025-09-15,TQ01,Unidade 1,Housekeeping,23,4,19,385
AT1287,2025-09-15,TQ02,Unidade 1,Housekeeping,41,11,30,985
AT1288,2025-09-15,TQ03,Unidade 1,Housekeeping,25,8,17,678
AT1289,2025-09-15,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1290,2025-09-15,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1291,2025-09-16,TQ01,Unidade 1,Housekeeping,30,8,22,530
AT1292,2025-09-16,TQ02,Unidade 1,Housekeeping,44,6,38,970
AT1293,2025-09-16,TQ03,Unidade 1,Housekeeping,10,2,8,252
AT1294,2025-09-16,TQ04,Unidade 1,Housekeeping,10,2,8,390
AT1295,2025-09-16,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1296,2025-09-17,TQ01,Unidade 1,Housekeeping,23,5,18,395
AT1297,2025-09-17,TQ02,Unidade 1,Housekeeping,42,10,32,990
AT1298,2025-09-17,TQ03,Unidade 1,Housekeeping,23,5,18,586
AT1299,2025-09-17,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1300,2025-09-17,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1301,2025-09-18,TQ01,Unidade 1,Housekeeping,21,5,16,365
AT1302,2025-09-18,TQ02,Unidade 1,Housekeeping,34,10,24,830
AT1303,2025-09-18,TQ03,Unidade 1,Housekeeping,23,6,17,602
AT1304,2025-09-18,TQ04,Unidade 1,Housekeeping,10,4,6,430
AT1305,2025-09-18,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1306,2025-09-19,TQ01,Unidade 1,Housekeeping,23,7,16,415
AT1307,2025-09-19,TQ02,Unidade 1,Housekeeping,45,15,30,1125
AT1308,2025-09-19,TQ03,Unidade 1,Housekeeping,25,8,17,678
AT1309,2025-09-19,TQ04,Unidade 1,Housekeeping,5,2,3,215
AT1310,2025-09-19,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1311,2025-09-20,TQ01,Unidade 1,Housekeeping,20,3,17,330
AT1312,2025-09-20,TQ02,Unidade 1,Housekeeping,50,12,38,1180
AT1313,2025-09-20,TQ03,Unidade 1,Housekeeping,12,3,9,312
AT1314,2025-09-20,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT1315,2025-09-20,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1316,2025-09-21,TQ01,Unidade 1,Housekeeping,30,15,15,600
AT1317,2025-09-21,TQ02,Unidade 1,Housekeeping,46,14,32,1130
AT1318,2025-09-21,TQ03,Unidade 1,Housekeeping,25,10,15,710
AT1319,2025-09-21,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT1320,2025-09-21,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1321,2025-09-22,TQ01,Unidade 1,Housekeeping,30,15,15,600
AT1322,2025-09-22,TQ02,Unidade 1,Housekeeping,40,8,32,920
AT1323,2025-09-22,TQ03,Unidade 1,Housekeeping,17,5,12,454
AT1324,2025-09-22,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT1325,2025-09-22,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1326,2025-09-23,TQ01,Unidade 1,Housekeeping,25,6,19,435
AT1327,2025-09-23,TQ02,Unidade 1,Housekeeping,43,13,30,1055
AT1328,2025-09-23,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT1329,2025-09-23,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT1330,2025-09-23,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT1331,2025-09-24,TQ01,Unidade 1,Housekeeping,30,12,18,570
AT1332,2025-09-24,TQ02,Unidade 1,Housekeeping,50,19,31,1285
AT1333,2025-09-24,TQ03,Unidade 1,Housekeeping,16,6,10,448
AT1334,2025-09-24,TQ04,Unidade 1,Housekeeping,8,3,5,340
AT1335,2025-09-24,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1336,2025-09-25,TQ01,Unidade 1,Housekeeping,30,10,20,550
AT1337,2025-09-25,TQ02,Unidade 1,Housekeeping,39,12,27,960
AT1338,2025-09-25,TQ03,Unidade 1,Housekeeping,16,5,11,432
AT1339,2025-09-25,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT1340,2025-09-25,TQ05,Unidade 1,Housekeeping,2,1,1,130
AT1341,2025-09-26,TQ01,Unidade 1,Housekeeping,29,5,24,485
AT1342,2025-09-26,TQ02,Unidade 1,Housekeeping,42,9,33,975
AT1343,2025-09-26,TQ03,Unidade 1,Housekeeping,17,4,13,438
AT1344,2025-09-26,TQ04,Unidade 1,Housekeeping,6,1,5,230
AT1345,2025-09-26,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT1346,2025-09-27,TQ01,Unidade 1,Housekeeping,30,10,20,550
AT1347,2025-09-27,TQ02,Unidade 1,Housekeeping,43,7,36,965
AT1348,2025-09-27,TQ03,Unidade 1,Housekeeping,25,6,19,646
AT1349,2025-09-27,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1350,2025-09-27,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1351,2025-09-28,TQ01,Unidade 1,Housekeeping,30,8,22,530
AT1352,2025-09-28,TQ02,Unidade 1,Housekeeping,50,17,33,1255
AT1353,2025-09-28,TQ03,Unidade 1,Housekeeping,25,11,14,726
AT1354,2025-09-28,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT1355,2025-09-28,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1356,2025-09-29,TQ01,Unidade 1,Housekeeping,16,3,13,270
AT1357,2025-09-29,TQ02,Unidade 1,Housekeeping,40,14,26,1010
AT1358,2025-09-29,TQ03,Unidade 1,Housekeeping,25,11,14,726
AT1359,2025-09-29,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT1360,2025-09-29,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1361,2025-09-30,TQ01,Unidade 1,Housekeeping,30,4,26,490
AT1362,2025-09-30,TQ02,Unidade 1,Housekeeping,42,8,34,960
AT1363,2025-09-30,TQ03,Unidade 1,Housekeeping,25,7,18,662
AT1364,2025-09-30,TQ04,Unidade 1,Housekeeping,5,1,4,195
AT1365,2025-09-30,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1366,2025-10-01,TQ01,Unidade 1,Housekeeping,9,2,7,155
AT1367,2025-10-01,TQ02,Unidade 1,Housekeeping,49,13,36,1175
AT1368,2025-10-01,TQ03,Unidade 1,Housekeeping,10,3,7,268
AT1369,2025-10-01,TQ04,Unidade 1,Housekeeping,2,1,1,90
AT1370,2025-10-01,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT1371,2025-10-02,TQ01,Unidade 1,Housekeeping,25,6,19,435
AT1372,2025-10-02,TQ02,Unidade 1,Housekeeping,16,5,11,395
AT1373,2025-10-02,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT1374,2025-10-02,TQ04,Unidade 1,Housekeeping,6,2,4,250
AT1375,2025-10-02,TQ05,Unidade 1,Housekeeping,5,3,2,340
AT1376,2025-10-03,TQ01,Unidade 1,Housekeeping,21,4,17,355
AT1377,2025-10-03,TQ02,Unidade 1,Housekeeping,36,7,29,825
AT1378,2025-10-03,TQ03,Unidade 1,Housekeeping,11,2,9,274
AT1379,2025-10-03,TQ04,Unidade 1,Housekeeping,7,2,5,285
AT1380,2025-10-03,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT1381,2025-10-04,TQ01,Unidade 1,Housekeeping,19,5,14,335
AT1382,2025-10-04,TQ02,Unidade 1,Housekeeping,36,9,27,855
AT1383,2025-10-04,TQ03,Unidade 1,Housekeeping,15,4,11,394
AT1384,2025-10-04,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1385,2025-10-04,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1386,2025-10-05,TQ01,Unidade 1,Housekeeping,28,6,22,480
AT1387,2025-10-05,TQ02,Unidade 1,Housekeeping,31,6,25,710
AT1388,2025-10-05,TQ03,Unidade 1,Housekeeping,17,4,13,438
AT1389,2025-10-05,TQ04,Unidade 1,Housekeeping,3,1,2,125
AT1390,2025-10-05,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT1391,2025-10-06,TQ01,Unidade 1,Housekeeping,18,5,13,320
AT1392,2025-10-06,TQ02,Unidade 1,Housekeeping,35,12,23,880
AT1393,2025-10-06,TQ03,Unidade 1,Housekeeping,9,3,6,246
AT1394,2025-10-06,TQ04,Unidade 1,Housekeeping,10,5,5,450
AT1395,2025-10-06,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1396,2025-10-07,TQ01,Unidade 1,Housekeeping,10,3,7,180
AT1397,2025-10-07,TQ02,Unidade 1,Housekeeping,44,11,33,1045
AT1398,2025-10-07,TQ03,Unidade 1,Housekeeping,11,3,8,290
AT1399,2025-10-07,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT1400,2025-10-07,TQ05,Unidade 1,Housekeeping,2,0,2,100
AT1401,2025-10-08,TQ01,Unidade 1,Housekeeping,24,6,18,420
AT1402,2025-10-08,TQ02,Unidade 1,Housekeeping,22,5,17,515
AT1403,2025-10-08,TQ03,Unidade 1,Housekeeping,17,4,13,438
AT1404,2025-10-08,TQ04,Unidade 1,Housekeeping,8,2,6,320
AT1405,2025-10-08,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1406,2025-10-09,TQ01,Unidade 1,Housekeeping,12,3,9,210
AT1407,2025-10-09,TQ02,Unidade 1,Housekeeping,41,11,30,985
AT1408,2025-10-09,TQ03,Unidade 1,Housekeeping,9,2,7,230
AT1409,2025-10-09,TQ04,Unidade 1,Housekeeping,8,2,6,320
AT1410,2025-10-09,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1411,2025-10-10,TQ01,Unidade 1,Housekeeping,10,3,7,180
AT1412,2025-10-10,TQ02,Unidade 1,Housekeeping,49,15,34,1205
AT1413,2025-10-10,TQ03,Unidade 1,Housekeeping,15,5,10,410
AT1414,2025-10-10,TQ04,Unidade 1,Housekeeping,8,2,6,320
AT1415,2025-10-10,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1416,2025-10-11,TQ01,Unidade 1,Housekeeping,18,6,12,330
AT1417,2025-10-11,TQ02,Unidade 1,Housekeeping,32,10,22,790
AT1418,2025-10-11,TQ03,Unidade 1,Housekeeping,17,5,12,454
AT1419,2025-10-11,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1420,2025-10-11,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1421,2025-10-12,TQ01,Unidade 1,Housekeeping,30,13,17,580
AT1422,2025-10-12,TQ02,Unidade 1,Housekeeping,48,10,38,1110
AT1423,2025-10-12,TQ03,Unidade 1,Housekeeping,11,3,8,290
